3796,Abu Dhabi,229
3797,Ajman,229
3798,Dubai,229
3799,Ras al-Khaymah,229
3800,Sharjah,229
3802,Umm al Qaywayn,229
3803,Fujayrah,229
2723,Baluchistan,166
2724,Federal Capital Area,166
2725,Federally administered Tribal,166
2726,North-West Frontier,166
2727,Northern Areas,166
2728,Punjab,166
2729,Sind,166
